date,extent_pct,invalid_pct,max_invalid_pct,quality_state
2005-01-01,1.7357344326318074,0.0,20.0,usable
2005-02-01,1.909307875894988,0.0,20.0,usable
2005-03-01,2.198596948000289,0.0,20.0,usable
2005-04-01,1.9165401026976203,0.0,20.0,usable
2005-05-01,1.6127865769870544,0.0,20.0,usable
2005-06-01,1.3910019560965008,0.1735734432631807,20.0,usable
2005-07-01,2.2419903088160846,0.0,20.0,usable
2005-08-01,1.757431113039705,0.0,20.0,usable
2005-09-01,1.3813553193028134,0.0,20.0,usable
2005-10-01,0.68792414241889,22.20293628408187,20.0,low
2005-11-01,1.0703010703010702,6.075070514211325,20.0,usable
2005-12-01,0.8719481813652217,12.909524842699067,20.0,usable
2006-01-01,0.6087567314446265,7.333477977869386,20.0,usable
2006-02-01,0.4920049200492005,0.0433933608157951,20.0,usable
2006-03-01,0.1990409843481407,20.06219715050264,20.0,low
2006-04-01,0.8534027627106386,0.0,20.0,usable
2006-05-01,0.4917914225790121,0.0,20.0,usable
2006-06-01,0.5062558761842771,0.0,20.0,usable
2006-07-01,0.477326968973747,0.0,20.0,usable
2006-08-01,0.4122369277500542,0.0,20.0,usable
2006-09-01,0.2531279380921385,0.0,20.0,usable
2006-10-01,0.1157156288421204,0.0,20.0,usable
2006-11-01,2.94351630867144,0.0,20.0,usable
2006-12-01,1.1983531833553889,1.6272510305923191,20.0,usable
2007-01-01,0.2938935452269511,33.55753236421494,20.0,low
2007-02-01,0.7588532883642496,39.95805308454473,20.0,low
2007-03-01,1.4392131337238736,0.0,20.0,usable
2007-04-01,1.2728719172633254,0.0,20.0,usable
2007-05-01,1.0125117523685545,0.0,20.0,usable
2007-06-01,1.7501988862370723,0.0,20.0,usable
2007-07-01,2.003326824329211,0.0,20.0,usable
2007-08-01,1.1137629276054095,0.0,20.0,usable
2007-09-01,1.4394213381555154,0.014464453605265,20.0,usable
2007-10-01,0.3998588733388216,38.50437549721559,20.0,low
2007-11-01,0.7457569003943082,15.628842120488898,20.0,usable
2007-12-01,1.2750291820059263,19.454690099081507,20.0,usable
2008-01-01,1.731478853250071,23.562594922976785,20.0,low
2008-02-01,1.3620422477775058,11.325667172922545,20.0,usable
2008-03-01,1.2439430100527953,0.0,20.0,usable
2008-04-01,1.431980906921241,0.0,20.0,usable
2008-05-01,1.3172418868202225,1.7212699790265422,20.0,usable
2008-06-01,1.1418832552194291,15.129818471107257,20.0,usable
2008-07-01,1.6377733252025437,16.981268532581183,20.0,usable
2008-08-01,0.7312464053898612,11.97656758515947,20.0,usable
2008-09-01,0.9618861647501266,0.0,20.0,usable
2008-10-01,0.8823316699211687,0.0,20.0,usable
2008-11-01,0.8353308636594755,0.4339336081579518,20.0,usable
2008-12-01,1.3596586388949157,0.0,20.0,usable
2009-01-01,1.7246761354768223,7.326245751066754,20.0,usable
2009-02-01,1.401630988786952,14.86222607940985,20.0,usable
2009-03-01,1.511535401750199,0.0,20.0,usable
2009-04-01,1.7646633398423377,0.0,20.0,usable
2009-05-01,1.525999855355464,0.0,20.0,usable
2009-06-01,1.6995732986186447,0.0,20.0,usable
2009-07-01,1.692341071816012,0.0,20.0,usable
2009-08-01,1.1643885152238374,0.0,20.0,usable
2009-09-01,1.0920662471975122,0.0,20.0,usable
2009-10-01,0.5279525565921748,0.0,20.0,usable
2009-11-01,0.7810804946843133,0.0,20.0,usable
2009-12-01,0.6550379038787076,1.7357344326318074,20.0,usable
2010-01-01,0.9329572575395964,0.0,20.0,usable
2010-02-01,0.2520403264522323,39.74108628046576,20.0,low
2010-03-01,6.4554692169754935,3.203876473566211,20.0,usable
2010-04-01,1.7068055254212773,0.0,20.0,usable
2010-05-01,2.097345772763434,0.0,20.0,usable
2010-06-01,1.7068055254212773,0.0,20.0,usable
2010-07-01,0.4917914225790121,0.0,20.0,usable
2010-08-01,1.7935922470528676,0.0,20.0,usable
2010-09-01,3.4714688652636148,0.0,20.0,usable
2010-10-01,3.478701092066247,0.0,20.0,usable
2010-11-01,2.038447587957925,0.3037535257105663,20.0,usable
2010-12-01,11.687278513054167,0.0,20.0,usable
2011-01-01,5.821942576119187,0.0,20.0,usable
2011-02-01,1.9195167105134952,25.77565632458234,20.0,low
2011-03-01,2.8126088470916057,16.94510739856802,20.0,usable
2011-04-01,1.363704480743294,3.478701092066247,20.0,usable
2011-05-01,1.583857669776524,0.0,20.0,usable
2011-06-01,1.540464308960729,0.0,20.0,usable
2011-07-01,1.7140377522239096,0.0,20.0,usable
2011-08-01,1.3596586388949157,0.0,20.0,usable
2011-09-01,1.0848340203948796,0.0,20.0,usable
2011-10-01,0.5850329081010807,10.992984740001448,20.0,usable
2011-11-01,0.6993715791607541,28.64685036522745,20.0,low
2011-12-01,0.027785495971103,73.97121573732552,20.0,low
2012-01-01,0.0286861732644865,74.788457366023,20.0,low
2012-02-01,2.141460813932824,18.608519563173505,20.0,usable
2012-03-01,1.055363321799308,16.395458161567948,20.0,usable
2012-04-01,0.831706082302741,0.0,20.0,usable
2012-05-01,0.8821676118462508,19.657192449555215,20.0,usable
2012-06-01,0.0,77.65965140666812,20.0,low
2012-07-01,0.096215522771007,77.44991682939177,20.0,low
2012-08-01,0.823075782292748,2.466189339697693,20.0,usable
2012-09-01,0.6160164271047228,8.425544225066899,20.0,usable
2012-10-01,0.6199371796991239,12.504520141751645,20.0,usable
2012-11-01,0.657030223390276,17.444131047949664,20.0,usable
2012-12-01,0.2983802216538789,15.165979605120416,20.0,usable
2013-01-01,0.4134531287270414,9.040283503290665,20.0,usable
2013-02-01,4.758471521268926,39.81340854849208,20.0,low
2013-03-01,3.75,3.9560280610399934,20.0,usable
2013-04-01,2.350473710855572,0.0,20.0,usable
2013-05-01,2.45895711289506,0.0,20.0,usable
2013-06-01,2.0828813191581688,0.0,20.0,usable
2013-07-01,1.8572524942440525,5.764084761698127,20.0,usable
2013-08-01,1.8586822882765603,0.0,20.0,usable
2013-09-01,1.7140377522239096,0.0,20.0,usable
2013-10-01,1.4613935969868173,3.992189195053157,20.0,usable
2013-11-01,1.2045210791188845,12.338178925291096,20.0,usable
2013-12-01,1.17162074202647,0.0,20.0,usable
2014-01-01,1.5930814747382795,4.664786287697982,20.0,usable
2014-02-01,1.2813667912439937,5.178274390684892,20.0,usable
2014-03-01,0.8633824276282377,0.3182179793158313,20.0,usable
2014-04-01,1.692341071816012,0.0,20.0,usable
2014-05-01,1.0703695667896145,0.0,20.0,usable
2014-06-01,1.048672886381717,0.0,20.0,usable
2014-07-01,0.7159904534606205,0.0,20.0,usable
2014-08-01,0.8534027627106386,0.0,20.0,usable
2014-09-01,0.8244738555001084,0.0,20.0,usable
2014-10-01,0.7883127214869459,0.0,20.0,usable
2014-11-01,0.4990236493816446,0.0,20.0,usable
2014-12-01,11.933174224343675,0.0,20.0,usable
2015-01-01,1.8366975813784323,20.459969624647428,20.0,low
2015-02-01,6.875415405066096,2.068416865552904,20.0,usable
2015-03-01,2.466189339697693,0.0,20.0,usable
2015-04-01,2.1190424531713314,0.0,20.0,usable
2015-05-01,1.1137629276054095,0.0,20.0,usable
2015-06-01,1.5609381007304883,5.94489043176394,20.0,usable
2015-07-01,1.8803789686844576,0.0,20.0,usable
2015-08-01,1.7285022058291748,0.0,20.0,usable
2015-09-01,1.583857669776524,0.0,20.0,usable
2015-10-01,0.8676140613313388,3.3051276488030665,20.0,usable
2015-11-01,1.0198921105866487,14.196861213567658,20.0,usable
2015-12-01,0.7376871338685181,0.0,20.0,usable
2016-01-01,0.9114583333333334,0.0216966804078975,20.0,usable
2016-02-01,1.4898821436513232,2.4300282056845304,20.0,usable
2016-03-01,0.4198966408268734,10.43610327619874,20.0,usable
2016-04-01,1.063137339986982,0.0,20.0,usable
2016-05-01,0.8967961235264338,0.0,20.0,usable
2016-06-01,1.17162074202647,0.0,20.0,usable
2016-07-01,2.4444926592897955,0.0,20.0,usable
2016-08-01,0.2887633396107972,42.39531351703189,20.0,low
2016-09-01,0.4344601038465614,31.749475663556808,20.0,low
2016-10-01,1.3379619584870182,0.0,20.0,usable
2016-11-01,0.9892086330935252,3.4931655456715123,20.0,usable
2016-12-01,0.6002748246185,0.0,20.0,usable
2017-01-01,0.5257061391784728,18.83271859405511,20.0,usable
2017-02-01,0.7521515874737832,0.0,20.0,usable
2017-03-01,1.1190458661562246,1.7646633398423377,20.0,usable
2017-04-01,2.4300282056845304,0.0,20.0,usable
2017-05-01,1.959933463513416,0.0,20.0,usable
2017-06-01,1.583857669776524,0.0,20.0,usable
2017-07-01,1.5621609893686266,0.0,20.0,usable
2017-08-01,1.6561799378028494,0.0,20.0,usable
2017-09-01,1.1945767680469035,1.3162652780791206,20.0,usable
2017-10-01,1.2617325742421912,52.99775800969118,20.0,low
2017-11-01,1.0795974382433668,20.95176104722644,20.0,low
2017-12-01,1.4396296028358533,0.0289289072105301,20.0,usable
2018-01-01,0.6155198944823038,1.3018008244738557,20.0,usable
2018-02-01,1.2873363708685903,0.0,20.0,usable
2018-03-01,1.0216650967321208,0.1880378968684458,20.0,usable
2018-04-01,1.0920662471975122,0.0,20.0,usable
2018-05-01,0.6027253668763103,72.40182252115426,20.0,low
2018-06-01,1.2439430100527953,0.0,20.0,usable
2018-07-01,1.0052795255659217,0.0,20.0,usable
2018-08-01,1.1354596080133073,0.0,20.0,usable
2018-09-01,1.1354596080133073,0.0,20.0,usable
2018-10-01,0.8895638967238012,0.0,20.0,usable
2018-11-01,0.4411658349605843,0.0,20.0,usable
2018-12-01,0.1023863904859415,8.172416286974759,20.0,usable
2019-01-01,0.4348152035384961,3.529326679684675,20.0,usable
2019-02-01,0.4917914225790121,0.0,20.0,usable
2019-03-01,0.5067819347145626,2.957980762276705,20.0,usable
2019-04-01,0.4700947421711144,0.0,20.0,usable
2019-05-01,0.5785781442106025,0.0,20.0,usable
2019-06-01,0.4556302885658494,0.0,20.0,usable
2019-07-01,0.3616113401316265,0.0,20.0,usable
2019-08-01,0.2531279380921385,0.0,20.0,usable
2019-09-01,0.3037535257105663,0.0,20.0,usable
2019-10-01,0.1880378968684458,0.0,20.0,usable
2019-11-01,0.014464453605265,0.0,20.0,usable
2019-12-01,0.1012511752368554,0.0,20.0,usable
2020-01-01,0.9641743075905096,23.49027265495046,20.0,low
2020-02-01,13.236978937164007,17.935922470528677,20.0,usable
2020-03-01,1.4898387213423012,0.0,20.0,usable
2020-04-01,2.111810226368699,0.0,20.0,usable
2020-05-01,1.757431113039705,0.0,20.0,usable
2020-06-01,1.6561799378028494,0.0,20.0,usable
2020-07-01,1.5983221233817893,0.0,20.0,usable
2020-08-01,1.6417154841975845,0.0,20.0,usable
2020-09-01,1.1499240616185724,0.0,20.0,usable
2020-10-01,1.3162652780791206,0.0,20.0,usable
2020-11-01,1.251175236855428,0.0,20.0,usable
2020-12-01,0.1663155560483424,34.772546467057204,20.0,low
2021-01-01,1.198062707111904,14.883922759817748,20.0,usable
2021-02-01,1.4753742677370365,0.0,20.0,usable
2021-03-01,1.2439430100527953,0.0,20.0,usable
2021-04-01,1.6262633938749145,4.83112750415853,20.0,usable
2021-05-01,1.0848340203948796,0.0,20.0,usable
2021-06-01,1.4609098141317711,0.0,20.0,usable
2021-07-01,1.7140377522239096,0.0,20.0,usable
2021-08-01,1.5043031749475664,0.0,20.0,usable
2021-09-01,1.3885875461054458,0.0,20.0,usable
2021-10-01,0.8823316699211687,0.0,20.0,usable
2021-11-01,4.726305119107957,42.92326607362407,20.0,low
2021-12-01,9.34403702900123,0.0,20.0,usable
2022-01-01,2.234758082013452,0.0,20.0,usable
2022-02-01,1.6778766182107472,0.0,20.0,usable
2022-03-01,1.7021584818194988,0.1518767628552831,20.0,usable
2022-04-01,1.2584074636580602,0.0,20.0,usable
2022-05-01,1.7068055254212773,0.0,20.0,usable
2022-06-01,1.7791277934476024,0.0,20.0,usable
2022-07-01,2.155203587184494,0.0,20.0,usable
2022-08-01,2.025023504737109,0.0,20.0,usable
2022-09-01,1.8008244738555002,0.0,20.0,usable
2022-10-01,1.0184060543772775,22.593476531424024,20.0,low
2022-11-01,1.7501988862370723,0.0,20.0,usable
2022-12-01,1.74296665943444,0.0,20.0,usable
2023-01-01,1.1918862896061593,2.307080350039777,20.0,usable
2023-02-01,1.1933174224343674,0.0,20.0,usable
2023-03-01,1.3451941852896507,0.0,20.0,usable
2023-04-01,1.294568597671223,0.0,20.0,usable
2023-05-01,1.3379619584870182,0.0,20.0,usable
2023-06-01,1.2728719172633254,0.0,20.0,usable
2023-07-01,1.0125117523685545,0.0,20.0,usable
2023-08-01,1.128227381210675,0.0,20.0,usable
2023-09-01,0.8534027627106386,0.0,20.0,usable
2023-10-01,0.5424170101974398,0.0,20.0,usable
2023-11-01,0.5568814638027049,0.0,20.0,usable
2023-12-01,0.196049956433343,0.3977724741447891,20.0,usable
2024-01-01,0.965306317499761,24.329210964055832,20.0,low
2024-02-01,1.3162652780791206,0.0,20.0,usable
2024-03-01,0.7666160410790482,0.0,20.0,usable
2024-04-01,1.186085195631735,0.0,20.0,usable
2024-05-01,1.186085195631735,0.0,20.0,usable
2024-06-01,1.0197439791711869,0.0,20.0,usable
2024-07-01,0.9474217111448616,0.0,20.0,usable
2024-08-01,0.8244738555001084,0.0,20.0,usable
2024-09-01,0.8823316699211687,0.0,20.0,usable
2024-10-01,0.5351847833948072,0.0,20.0,usable
2024-11-01,0.585810371013235,0.0,20.0,usable
2024-12-01,0.8389383091053736,0.0,20.0,usable
2025-01-01,0.965400061785604,6.357127359513995,20.0,usable
2025-02-01,0.4139256412151674,2.155203587184494,20.0,usable
2025-03-01,1.0913439976080133,3.2472698343820063,20.0,usable
2025-04-01,1.554928762565994,0.0,20.0,usable
2025-05-01,0.9401894843422288,0.0,20.0,usable
2025-06-01,1.0342084327764518,0.0,20.0,usable
2025-07-01,1.0559051131843495,0.0,20.0,usable
2025-08-01,0.8534027627106386,0.0,20.0,usable
2025-09-01,0.8244738555001084,0.0,20.0,usable
2025-10-01,0.8823316699211687,0.0,20.0,usable
2025-11-01,1.0052795255659217,0.0,20.0,usable
2025-12-01,,100.0,20.0,missing
