date,extent_pct,invalid_pct,max_invalid_pct,baseline_extent_pct,usable_month,quality_state,hy_year,confidence,phase,phase_status,is_hy_peak,is_hy_mid_dry,is_hy_trough,in_wet_event,wet_event_id,in_low_spell,low_spell_id,regime,route
2005-01-01,0.04505757466502273,3.0824198622420202,20.0,0.283671,True,usable,,,unspecified,disabled,False,False,False,False,,True,1,aseasonal,event_characterisation
2005-02-01,0.04435566207295309,3.243582842115296,20.0,0.283671,True,usable,,,unspecified,disabled,False,False,False,False,,True,1,aseasonal,event_characterisation
2005-03-01,0.042043153697115775,3.0831984724764494,20.0,0.283671,True,usable,,,unspecified,disabled,False,False,False,False,,True,1,aseasonal,event_characterisation
2005-04-01,0.039795843468686656,3.083750620363833,20.0,0.283671,True,usable,,,unspecified,disabled,False,False,False,False,,True,1,aseasonal,event_characterisation
2005-05-01,0.040163065185222516,3.3595210578172963,20.0,0.283671,True,usable,,,unspecified,disabled,False,False,False,False,,True,1,aseasonal,event_characterisation
2005-06-01,0.08964101919496362,10.698318242750243,20.0,0.283671,True,usable,,,unspecified,disabled,False,False,False,False,,True,1,aseasonal,event_characterisation
2005-07-01,0.1639209838350242,11.181632082617199,20.0,0.283671,True,usable,,,unspecified,disabled,False,False,False,False,,True,1,aseasonal,event_characterisation
2005-08-01,0.11800313770721037,3.616579168347381,20.0,0.283671,True,usable,,,unspecified,disabled,False,False,False,False,,True,1,aseasonal,event_characterisation
2005-09-01,0.1435893053179575,6.354490266817587,20.0,0.283671,True,usable,,,unspecified,disabled,False,False,False,False,,True,1,aseasonal,event_characterisation
2005-10-01,0.1591756741123267,10.71041296634682,20.0,0.283671,True,usable,,,unspecified,disabled,False,False,False,False,,True,1,aseasonal,event_characterisation
2005-11-01,0.3701296194522911,3.5699080802173992,20.0,0.283671,True,usable,,,unspecified,disabled,False,False,False,False,,False,,aseasonal,event_characterisation
2005-12-01,0.11840432264855724,16.85135741122253,20.0,0.283671,True,usable,,,unspecified,disabled,False,False,False,False,,True,2,aseasonal,event_characterisation
2006-01-01,0.12148852287155021,10.16365931868336,20.0,0.283671,True,usable,,,unspecified,disabled,False,False,False,False,,True,2,aseasonal,event_characterisation
2006-02-01,0.092554240529563,5.388034184841486,20.0,0.283671,True,usable,,,unspecified,disabled,False,False,False,False,,True,2,aseasonal,event_characterisation
