date,extent_pct,invalid_pct,max_invalid_pct,baseline_extent_pct,usable_month,quality_state,hy_year,confidence,phase,phase_status,is_hy_peak,is_hy_mid_dry,is_hy_trough,in_wet_event,wet_event_id,in_low_spell,low_spell_id,regime,route
2005-01-01,60.0,0.0,20.0,17.5,True,usable,2005,low,unspecified,outside_cycle,False,False,False,False,,False,,seasonal,per_year_detection
2005-02-01,80.0,0.0,20.0,17.5,True,usable,2005,low,unspecified,outside_cycle,False,False,False,False,,False,,seasonal,per_year_detection
2005-03-01,60.0,0.0,20.0,17.5,True,usable,2005,low,unspecified,outside_cycle,False,False,False,False,,False,,seasonal,per_year_detection
2005-04-01,35.0,0.0,20.0,17.5,True,usable,2005,low,unspecified,outside_cycle,False,False,False,False,,False,,seasonal,per_year_detection
2005-05-01,15.0,0.0,20.0,17.5,True,usable,2005,low,unspecified,outside_cycle,False,False,False,False,,False,,seasonal,per_year_detection
2005-06-01,8.0,0.0,20.0,17.5,True,usable,2005,low,unspecified,outside_cycle,False,False,False,False,,False,,seasonal,per_year_detection
2005-07-01,2.0,0.0,20.0,17.5,True,usable,2005,low,unspecified,outside_cycle,False,False,True,False,,False,,seasonal,per_year_detection
2005-08-01,2.0,0.0,20.0,17.5,True,usable,2006,high,rising,interval_boundary,False,False,False,False,,False,,seasonal,per_year_detection
2005-09-01,2.0,0.0,20.0,17.5,True,usable,2006,high,rising,interval_boundary,False,False,False,False,,False,,seasonal,per_year_detection
2005-10-01,8.0,0.0,20.0,17.5,True,usable,2006,high,rising,interval_boundary,False,False,False,False,,False,,seasonal,per_year_detection
2005-11-01,20.0,0.0,20.0,17.5,True,usable,2006,high,rising,interval_boundary,False,False,False,False,,False,,seasonal,per_year_detection
2005-12-01,40.0,0.0,20.0,17.5,True,usable,2006,high,rising,interval_boundary,False,False,False,False,,False,,seasonal,per_year_detection
2006-01-01,60.0,0.0,20.0,17.5,True,usable,2006,high,rising,interval_boundary,False,False,False,False,,False,,seasonal,per_year_detection
2006-02-01,80.0,0.0,20.0,17.5,True,usable,2006,high,rising,interval_boundary,True,False,False,False,,False,,seasonal,per_year_detection
2006-03-01,60.0,0.0,20.0,17.5,True,usable,2006,high,receding,interval_boundary,False,False,False,False,,False,,seasonal,per_year_detection
2006-04-01,35.0,0.0,20.0,17.5,True,usable,2006,high,receding,interval_boundary,False,False,False,False,,False,,seasonal,per_year_detection
2006-05-01,15.0,0.0,20.0,17.5,True,usable,2006,high,receding,interval_boundary,False,False,False,False,,False,,seasonal,per_year_detection
2006-06-01,8.0,0.0,20.0,17.5,True,usable,2006,high,receding,interval_boundary,False,True,False,False,,False,,seasonal,per_year_detection
2006-07-01,2.0,0.0,20.0,17.5,True,usable,2006,high,receding,interval_boundary,False,False,False,False,,False,,seasonal,per_year_detection
2006-08-01,2.0,0.0,20.0,17.5,True,usable,2006,high,receding,interval_boundary,False,False,False,False,,False,,seasonal,per_year_detection
2006-09-01,2.0,0.0,20.0,17.5,True,usable,2006,high,receding,interval_boundary,False,False,True,False,,False,,seasonal,per_year_detection
2006-10-01,8.0,0.0,20.0,17.5,True,usable,2007,high,rising,interval_boundary,False,False,False,False,,False,,seasonal,per_year_detection
2006-11-01,20.0,0.0,20.0,17.5,True,usable,2007,high,rising,interval_boundary,False,False,False,False,,False,,seasonal,per_year_detection
2006-12-01,40.0,0.0,20.0,17.5,True,usable,2007,high,rising,interval_boundary,False,False,False,False,,False,,seasonal,per_year_detection
2007-01-01,60.0,0.0,20.0,17.5,True,usable,2007,high,rising,interval_boundary,False,False,False,False,,False,,seasonal,per_year_detection
2007-02-01,80.0,0.0,20.0,17.5,True,usable,2007,high,rising,interval_boundary,True,False,False,False,,False,,seasonal,per_year_detection
2007-03-01,60.0,0.0,20.0,17.5,True,usable,2007,high,receding,interval_boundary,False,False,False,False,,False,,seasonal,per_year_detection
2007-04-01,35.0,0.0,20.0,17.5,True,usable,2007,high,receding,interval_boundary,False,False,False,False,,False,,seasonal,per_year_detection
2007-05-01,15.0,0.0,20.0,17.5,True,usable,2007,high,receding,interval_boundary,False,False,False,False,,False,,seasonal,per_year_detection
2007-06-01,8.0,0.0,20.0,17.5,True,usable,2007,high,receding,interval_boundary,False,True,False,False,,False,,seasonal,per_year_detection
